time,lat,lon,heading,velocity,vertrate,hour
1478874137.0,33.64010058417688,-84.430310782652,308.6481353703832,416.3044245085093,0.16073668692394066,14.0
1478874138.0,33.64029431610937,-84.43082029395312,309.35742787339876,422.10816052807866,-0.3657922417876665,14.0
1478874139.0,33.64131233812035,-84.43219208893557,309.95819955419483,420.686496003713,0.30404457791213385,14.0
1478874140.0,33.64128392009372,-84.43244580051577,310.93942067245644,413.8366051969347,-0.6635817485509582,14.0
1478874141.0,33.641171464501475,-84.43235429040334,311.6840927402459,423.18639174769606,-0.38464730478663167,14.0
1478874142.0,33.64228927604393,-84.43454615403918,310.45968952431247,422.4801619700924,-0.6481084757590743,14.0
1478874143.0,33.6434432000361,-84.43352160265626,308.9338310676387,423.35852091397896,0.8591006043024996,14.0
1478874144.0,33.643557664770505,-84.43371524758625,309.4099856353433,421.5619150508268,0.2230109478080923,14.0
1478874145.0,33.64263701181135,-84.43370138403348,310.58859438093964,415.517744627792,0.4367020468027298,14.0
1478874146.0,33.64258766282316,-84.43503544467715,309.68609005977453,423.23562902461947,0.7843261583622785,14.0
1478874147.0,33.64350138042997,-84.43507405827302,309.0998084944062,422.38230532612806,0.5930011161490337,14.0
1478874148.0,33.64443306078348,-84.436359015288,309.91245857947536,423.97464892674134,0.25724094490493843,14.0
1478874149.0,33.642939975380294,-84.43600439152036,310.2253808740421,421.50341423807953,-0.4128240425668739,14.0
1478874150.0,33.645024966668856,-84.43769785557838,310.6706024953464,418.1903549405618,0.4200177082295161,14.0
1478874151.0,33.6446032712422,-84.43673011861284,309.354846858302,422.981494361239,0.7147877201963047,14.0
1478874152.0,33.64541418611624,-84.43852012487957,310.1585563448599,422.622113135233,1.2216879317206077,14.0
1478874153.0,33.64596459281371,-84.44004582626397,310.95470595259445,422.3701280801861,1.0151316000151016,14.0
1478874154.0,33.646546959874904,-84.44005221799365,311.03010519700206,420.5989031817391,0.11361426362873972,14.0
1478874155.0,33.6475293044291,-84.4421933595296,311.4955994323272,420.31674443981865,1.0471278648999494,14.0
1478874156.0,33.64843401069555,-84.4404311338411,310.90657005713126,,1.0578375043082702,14.0
1478874157.0,33.64789717226965,-84.44221867380526,310.5120935244068,417.81533495806895,0.18391493274556858,14.0
1478874158.0,33.649493170776445,-84.44161374107271,312.56179804661997,421.16256489202806,0.7535400965865611,14.0
1478874159.0,33.64826784426121,-84.44143251170385,310.3919742860298,413.97061222854444,0.6460258861686539,14.0
1478874160.0,33.64948120805607,-84.4437916493236,312.106386072932,416.7227738771194,0.722331707283518,14.0
1478874161.0,33.65032277614532,-84.44436939575249,309.9595402232105,420.7412634223579,1.3099211015841945,14.0
1478874162.0,33.65007520983821,-84.44512079621643,311.65879741186103,423.78838399291675,1.5012108845485463,14.0
1478874163.0,33.64980520060051,-84.44530152800805,309.0686622229507,424.655764010332,0.6219159314439973,14.0
1478874164.0,33.650062619699,-84.44442684885041,311.2920867696515,422.71722926599057,0.8168053808973315,14.0
1478874165.0,33.65083381933947,-84.44577275953478,309.909931517256,423.4807676756484,0.5936776584909026,14.0
1478874166.0,33.65177615609878,-84.4472068532406,310.2637642374241,425.925285685032,0.3720494843268044,14.0
1478874167.0,33.65119230545317,-84.44715162518104,310.3403423401685,429.0605151955405,1.4926926802749334,14.0
1478874168.0,33.652232659540104,-84.45024637060263,310.0130036835145,422.8603853199386,1.1821654804296158,14.0
1478874169.0,33.65267261999207,-84.44910086241697,307.87909365301834,420.32137394489496,0.21389791080060183,14.0
1478874170.0,33.653632676467744,-84.45206362969698,312.61952488203696,422.4724501210905,1.6068258712739332,14.0
1478874171.0,33.653771727298,-84.44950054667899,310.2950651874305,418.09057576480944,0.6777821232708582,14.0
1478874172.0,33.654284298167234,-84.4527350159529,309.317392264059,421.51851585109097,1.927707292278451,14.0
1478874173.0,33.653876937112464,-84.45116187850982,311.93059277132795,424.7879547205214,0.8894249901164192,14.0
1478874174.0,33.65469630909305,-84.4529222656547,312.405406348484,425.72558604778277,1.6688261926143286,14.0
1478874175.0,33.65582718037605,-84.45075270187616,310.69288709978184,425.01348061444673,1.3361810651502752,14.0
1478874176.0,33.656794744916176,-84.45441164429438,310.57042020838014,423.0179125723002,1.0316393631425806,14.0
1478874177.0,33.65499274757432,-84.45426305943774,309.57127884047145,425.9735316280076,1.4411577974483536,14.0
1478874178.0,33.65761113901979,-84.45324592237634,311.2149907551884,426.6378804280367,1.8602660743871327,14.0
1478874179.0,33.65787670033903,-84.45484506186737,309.8304791564678,424.3469752335448,1.5139754062143818,14.0
1478874180.0,33.65782504912056,-84.45563412535157,312.77791764712623,420.7601919642279,1.1312242919622126,14.0
1478874181.0,33.657811564504264,-84.4565838623144,310.7172654402795,421.25416010510736,1.8410756526610648,14.0
